id,clee,nom_estab,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,latitud,longitud,fecha_alta
6356938,15054722211000373001000000S1,DOMINO S PIZZA,LOCALIDAD,SAN FRANCISCO COAXUSCO,,,,52154,15,México,19.26133849,-99.62525276,2010-07
10934142,15076722517000773000000000S5,DOMINO S PIZZA,BARRIO,SAN JUAN,,,,52104,15,México,19.26861589,-99.52941076,2024-11
10461465,15054722517002103000000000U0,DOMINO S PIZZA,BARRIO,BARRIO SANTA CRUZ,,,,52140,15,México,19.25275777,-99.60394944,2024-11
11385562,15058722517006141000000000U7,DOMINO S PIZZA,COLONIA,BOSQUES DE ARAGON,,,,57170,15,México,19.47488999,-99.05315726,2024-11
6356257,15106722516000043000003286S0,DOMINO S PIZZA AEROPUERTO TOLUCA,COLONIA,SAN PEDRO TOTOLTEPEC,,,,50200,15,México,19.34171974,-99.58294728,2014-12
6314608,09010722516000043001003286S2,DOMINO S PIZZA AGUILAS,COLONIA,AMPLIACION LAS AGUILAS,,,,52949,15,México,19.58267694,-99.25298906,2014-12
9467020,15104722516001514000003286S4,DOMINO S PIZZA AHUEHUETE,COLONIA,SAN BARTOLO TENAYUCA,,,,54150,15,México,19.53225453,-99.17249561,2024-05
6351481,15033722211001833021003286S7,DOMINO S PIZZA AMERICAS ECATEPEC,COLONIA,LAS AMERICAS,,,,55076,15,México,19.58008588,-99.02363994,2010-07
6351726,15058722211001473001003286S9,DOMINO S PIZZA ARAGON,COLONIA,BOSQUES DE ARAGON,CENTRO Y PLAZA COMERCIAL,PLAZA SAN JUAN,77 Y 78,57170,15,México,19.46862475,-99.05603858,2010-07
6794399,15058722212021781011003286S9,DOMINO S PIZZA ARAGON IV CONTINENTE,COLONIA,BOSQUES DE ARAGON  NEZAHUALCOYOTL,,,,57170,15,México,19.47241348,-99.05381187,2017-03
6811996,15104722516000293001003286S6,DOMINO S PIZZA ARBOLEDAS,COLONIA,LAS ARBOLEDAS VALLE DORADO,,,,52950,15,México,19.55770485,-99.21608734,2017-11
6811905,15013722516000113001003286S9,DOMINO S PIZZA ATIZAPAN,COLONIA,ATIZAPAN CENTRO PLAZA CRISTAL,,,,52900,15,México,19.56447046,-99.24348446,2017-11
6351480,15033722211001823002003286S8,DOMINO S PIZZA AZTECAS,COLONIA,CIUDAD AZTECA,,,,55120,15,México,19.54200725,-99.03648067,2014-12
6794896,15121722212007081011003286S8,DOMINO S PIZZA CHALMA,COLONIA,PARQUES,,,,54720,15,México,19.67048355,-99.20471644,2017-03
6722742,15020722517000743012003286S6,DOMINO S PIZZA COACALCO,FRACCIONAMIENTO,SAN FRANCISCO,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL MULTIPLAZA COACALCO,A 43 44 45,55712,15,México,19.64381259,-99.10893233,2016-01
6351765,15033722211001883021003286S2,DOMINO S PIZZA COACALCO II,COLONIA,GUADALUPE VICTORIA,,,,55010,15,México,19.62310946,-99.07394711,2010-07
6794219,15106722211001031001000000S2,DOMINO S PIZZA COLON,COLONIA,COLONIA RESIDENCIAL COLON,,,,50130,15,México,19.2792324,-99.65850158,2017-03
6351463,15121722211000463021003286S7,DOMINO S PIZZA CUAUTITLAN II,COLONIA,PARQUES,,,,54720,15,México,19.66987981,-99.21251068,2010-07
6794299,15024722212001561011003286S1,DOMINO S PIZZA CUAUTITLAN II,COLONIA,CENTRO,,,,54800,15,México,19.670761,-99.18152689,2017-03
6347783,15033722211001843022003286S6,DOMINO S PIZZA ECATEPEC,COLONIA,PUENTE DE SAN CRISTOBAL,,,,55000,15,México,19.5931552,-99.03879367,2010-07
6773629,15013722517001343000003286S9,DOMINO S PIZZA GALERIAS ATIZAPAN,COLONIA,LOMAS DE ATIZAPAN,,,,52977,15,México,19.55154052,-99.27538831,2016-10
6729626,15106722517002702011003286S7,DOMINO S PIZZA GALERIAS TOLUCA,COLONIA,STA ANA TLAPALTITLAN,,GALERIAS TOLUCA,401,50160,15,México,19.29117919,-99.62167028,2016-01
6775685,15033722517004533011003286S0,DOMINO S PIZZA GRAND PLAZA ECATEPEC,COLONIA,EL CALVARIO,,,,55020,15,México,19.53042181,-99.02889219,2017-03
6356258,15060722211000213022003286S6,DOMINO S PIZZA GRANJAS GUADALUPE,COLONIA,GRANJAS GUADALUPE,,,,54474,15,México,19.5998167,-99.28645192,2010-07
9401889,15013722516000714000003286S4,DOMINO S PIZZA HOGARES ATIZAPAN,COLONIA,CONJUNTO URBANO EX HACIENDA PEDREGAL,,,,52916,15,México,19.59226123,-99.26282389,2024-05
6351441,15013722211000403020003286S2,DOMINO S PIZZA INGENIEROS MILITARES,COLONIA,LOMAS DE SOTELO,,,,53399,15,México,19.45300755,-99.21948086,2010-07
6811901,15037722516000083001003286S3,DOMINO S PIZZA INTERLOMAS,COLONIA,MAGNO CENTRO,CENTRO Y PLAZA COMERCIAL,PLAZA GOURMET,102,52780,15,México,19.40030283,-99.27490131,2017-11
6351766,15039722211000313022003286S8,DOMINO S PIZZA IXTAPALUCA,COLONIA,SANTA BARBARA,,,,56566,15,México,19.31240248,-98.89679086,2010-07
6351478,15039722211000323021003286S7,DOMINO S PIZZA IXTAPALUCA SAN BUENAVENTURA,COLONIA,SAN BUENAVENTURA,CENTRO Y PLAZA COMERCIAL,PLAZA EL CORTIJO,SC-18,56530,15,México,19.29929403,-98.88434785,2014-12
6347988,15121722211000433021003286S0,DOMINO S PIZZA IZCALLI,COLONIA,ATLANTA,,,,54700,15,México,19.64735922,-99.2047528,2010-07
6356259,15054722211000353121003286S3,DOMINO S PIZZA JESUS DEL MONTE,COLONIA,JESUS DEL MONTE,,,,52764,15,México,19.39494501,-99.28995943,2010-07
9438897,15057722516001343000003286S8,DOMINO S PIZZA LA HERRADURA,COLONIA,LA HERRADURA,,,,52787,15,México,19.41714905,-99.24911941,2024-05
6811906,15013722516000123001003286S8,DOMINO S PIZZA LAGO DE GUADALUPE,HACIENDA,DE LA LUZ ATIZAPAN,,,,52929,15,México,19.59313525,-99.23043252,2017-11
6351475,15033722211000261022003286S2,DOMINO S PIZZA LAS AMERICAS,COLONIA,LAS AMERICAS,,,,55070,15,México,19.58004397,-99.02361665,2010-07
6351711,15033722211001913021003286S7,DOMINO S PIZZA LAS PALOMAS,COLONIA,CARPIO,,,,55070,15,México,19.60488684,-99.01296904,2010-07
9415739,15051722516000444000003286S8,DOMINO S PIZZA LERMA,COLONIA,LA MERDED,,,,52000,15,México,19.28392589,-99.50317798,2024-05
6811897,15057722516000253001003286S0,DOMINO S PIZZA LOMAS VERDES,COLONIA,BOULEVARES,,,,53140,15,México,19.49381695,-99.24647129,2017-11
9464184,15104722516001534000003286S2,DOMINO S PIZZA LOS REYES IZTACALA,COLONIA,LOS REYES IZTACALA 2A SECC,,,,54090,15,México,19.52258043,-99.19353983,2024-05
6351767,15070722211000233021003286S3,DOMINO S PIZZA LOS REYES LA PAZ,COLONIA,LOS REYES LA  PAZ,,,,56400,15,México,19.35511395,-98.97855026,2010-07
6347808,15033722211001853020003286S5,DOMINO S PIZZA MULTIPLA,FRACCIONAMIENTO,RINCONADA ARA,CENTRO Y PLAZA COMERCIAL,MULTIPLAZA,256,55121,15,México,19.53181638,-99.02829726,2010-07
6811898,15104722516000253000003286S0,DOMINO S PIZZA MUNDO E,COLONIA,SAN LUCAS,CENTRO Y PLAZA COMERCIAL,MUNDO E,4,52480,15,México,19.52433828,-99.22660005,2017-11
6812702,15057722516000283000003286S7,DOMINO S PIZZA NAUCALPAN,COLONIA,LOMAS DE PLATEROS,,,,51480,15,México,19.48078519,-99.25045038,2017-11
6354286,15057722211000963021003286S2,DOMINO S PIZZA NAUCALPAN,COLONIA,LOMAS DE SAN AGUSTIN,,,,53490,15,México,19.45998308,-99.25369931,2014-12
6347809,15058722211001483001003286S8,DOMINO S PIZZA NEZA,COLONIA,METROPOLITANA 1 SECC,,,,57730,15,México,19.39748791,-99.03054201,2010-07
6351742,15058722211001443001003286S2,DOMINO S PIZZA NEZA II,COLONIA,BENITO JUAREZ,,,,57000,15,México,19.40121434,-99.00468877,2010-07
6351741,15058722211001503022003286S3,DOMINO S PIZZA NEZA III,COLONIA,REFORMA A SECCION I,,,,57849,15,México,19.41213235,-99.05600043,2010-07
6351727,15081722211000333022003286S8,DOMINO S PIZZA OJO DE AGUA,HACIENDA,JARDINES OJO DE AGUA,,,,55770,15,México,19.67819191,-99.03480655,2010-07
6729622,15106722517002693011003286S8,DOMINO S PIZZA PAASEO TOLLOCAN,COLONIA,SANTA ANA TLAPALTITLAN,,,,50160,15,México,19.28858088,-99.62153082,2016-01
6728475,15057722517001473012003286S1,DOMINO S PIZZA PARQUE TOREO,COLONIA,LOMAS DE SOTELO,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL TOREO,SN,53390,15,México,19.45330003,-99.21859084,2016-01
9422220,15039722516000944000003286S2,DOMINO S PIZZA PATIO AYOTLA,COLONIA,AYOTLA,,,,56560,15,México,19.30987868,-98.92023038,2024-05
6811904,15057722516000273001003286S8,DOMINO S PIZZA PLAZA SATELITE,COLONIA,CIUDAD SATELITE,CENTRO Y PLAZA COMERCIAL,PLAZA SATELITE,SN,53100,15,México,19.51005952,-99.23300414,2017-11
6265984,15104722211000571021003286S3,DOMINO S PIZZA PRADO VALLEJO,COLONIA,PRADO VALLEJO,,,,54170,15,México,19.53034666,-99.22140481,2010-07
6811902,15057722516000263001003286S9,DOMINO S PIZZA SAN MATEO,COLONIA,JARDINES DE SAN MATEO,,,,53240,15,México,19.49074288,-99.25510566,2017-11
9438899,15104722516001524000003286S3,DOMINO S PIZZA SANTA CECILIA,COLONIA,SAN RAFAEL,,,,54120,15,México,19.55640116,-99.18112575,2024-05
6811895,15057722516000233001003286S2,DOMINO S PIZZA SANTA CRUZ DEL MONTE,FRACCIONAMIENTO,SANTA CRUZ DEL MONTE,,,,53100,15,México,19.5156757,-99.24487694,2017-11
6347758,15121722516000023001003286S1,DOMINO S PIZZA SANTA ROSA DE LIMA,COLONIA,SANTA ROSA DE LIMA,,,,54740,15,México,19.66751961,-99.21881948,2010-07
9398912,15057722516001354000003286S5,DOMINO S PIZZA SATELITE,COLONIA,CIUDAD SATELITE,,,,53100,15,México,19.51048164,-99.23598281,2024-05
6788020,15033722517004522011003286S3,DOMINO S PIZZA SENDERO ECATEPEC,COLONIA,SAN ISIDRO ATLAUTENCO,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL PLAZA SENDERO ECATEPEC,01,55064,15,México,19.62104747,-98.99574431,2017-03
6795691,15121722212007061011003286S0,DOMINO S PIZZA SIERRA VIEJA,COLONIA,GRANJAS LOMAS DE GUADALUPE,,,,54767,15,México,19.601414,-99.19032117,2017-03
6352176,15121722211000443101003286S9,DOMINO S PIZZA SUC 11234,COLONIA,SAN FRANCISCO CHILPAN,,,,54900,15,México,19.59220466,-99.18825487,2014-12
6351731,15121722211000423002003286S1,DOMINO S PIZZA SUC 11239,COLONIA,PARQUES,,,,54720,15,México,19.67029036,-99.20132394,2010-07
6351482,15081722211000343022003286S7,DOMINO S PIZZA TECAMAC,FRACCIONAMIENTO,SIERRA HERMOSA,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL CHEDRAUI,6 Y 7,55740,15,México,19.6888252,-98.98839481,2010-07
6355109,15057722516000023001003286S7,DOMINO S PIZZA TECAMACHALCO,COLONIA,LOMAS DE TECAMACHALCO,,,,53950,15,México,19.42870471,-99.22840155,2014-12
6319938,15054722516000013001003286S5,DOMINO S PIZZA TECNOLOGICO METEPEC,COLONIA,FRANCISCO I MADERO,,PORTAL DEL SOL,LOCAL 18 Y 19,52172,15,México,19.28459811,-99.57363706,2010-07
6348059,15099722517000013111003286S8,DOMINO S PIZZA TEXCOCO,COLONIA,CENTRO,,,,56100,15,México,19.30724895,-98.94387434,2014-12
6266889,15104722516000103001003286S7,DOMINO S PIZZA TLALNEPANTLA,COLONIA,CENTRO,,,,54060,15,México,19.55772299,-99.21611208,2010-07
6356255,15106722211000061022003286S0,DOMINO S PIZZA TOLUCA INDEPENDENCIA,COLONIA,SAN LORENZO TEPALTITLAN,,,,50010,15,México,19.31803041,-99.62958939,2010-07
6356254,15054722211000111021003286S5,DOMINO S PIZZA TOLUCA PILARES,BARRIO,DE COAXUSTENCO,,,,52140,15,México,19.27003784,-99.60017178,2010-07
6351448,15057722211000973020003286S1,DOMINO S PIZZA TOREO II,COLONIA,SAN ESTEBAN HUITZILACAS,,,,53550,15,México,19.45906955,-99.2346841,2014-12
6795277,15109722212006961011003286S7,DOMINO S PIZZA TULTITLAN,COLONIA,SAN PABLO DE LAS SALINAS,,,,54930,15,México,19.66743318,-99.08015495,2017-03
6347991,15033722211001863001003286S4,DOMINO S PIZZA VALLE DE ARAGON,FRACCIONAMIENTO,VALLE DE ARAGON  3A SECCION,,,,55270,15,México,19.49868869,-99.04376894,2014-12
6811903,15104722516000283001003286S7,DOMINO S PIZZA VALLEJO,COLONIA,PRADO VALLEJO,,,,54170,15,México,19.50850848,-99.15952153,2017-11
6347985,15033722211001903021003286S8,DOMINO S PIZZA VIA MORELOS,COLONIA,TULPETLAC,,,,55108,15,México,19.55917344,-99.04813126,2010-07
6351734,15060722211000203021003286S7,DOMINO S PIZZA VILLA NICOLAS,COLONIA,HIDALGO 1A Y 2A SECCION,,,,54434,15,México,19.61899132,-99.30933263,2010-07
6773627,15033722517004583011003286S5,DOMINO S PIZZA XALOSTOC,COLONIA,SAN PEDRO XALOSTOC,,,,55310,15,México,19.52835905,-99.08014757,2016-10
6794559,15013722212005351011003286S6,DOMINO S PIZZA ZONA ESMERALDA,COLONIA,RANCHO VIEJO,,,,52938,15,México,19.56798241,-99.29553703,2017-03
6319948,15120722516000013001003286S4,DOMINO S PIZZA ZUMPANGO,COLONIA,RANCHERIAS BUENAVISTA CENTRO,,,,55600,15,México,19.78806732,-99.05496207,2014-12
9561928,15099722517001923000000000U7,DOMINOS,VILLA,SANTIAGO CUAUHTLALPAN,CENTRO Y PLAZA COMERCIAL,,SN,56255,15,México,19.42954764,-98.90911994,2024-11
11075532,15110722517000371000000000U5,DOMINOS,MANZANA,AVANDARO,,,,51200,15,México,19.16461619,-100.124522,2024-11
11007332,15020722516000653000004343S9,DOMINOS,COLONIA,BOSQUES DEL VALLE,CENTRO Y PLAZA COMERCIAL,COOSMOPOL,CR202,55717,15,México,19.63114089,-99.12436453,2024-11
9299500,15058722517004231000000000S8,DOMINOS,COLONIA,BENITO JUAREZ,,,,57000,15,México,19.42057962,-99.01662481,2020-11
9311218,15033722516002641000003286S5,DOMINOS,COLONIA,EL CALVARIO,CENTRO Y PLAZA COMERCIAL,GRAND PLAZA ECATEPEC,,55020,15,México,19.60181003,-99.05554592,2020-11
9592963,15033722517010033000000000S3,DOMINOS PIZZA,COLONIA,TABLAS DEL POZO,PASAJE Y ANDADOR COMERCIAL,ESTACION 4 MEXICABLE TABLAS DEL POZO ME,3,55320,15,México,19.55621224,-99.08033495,2024-11
10286084,15054722517001863000000000S0,DOMINOS PIZZA,LOCALIDAD,SAN GASPAR TLAHUELILPAN,,,,52147,15,México,19.24866226,-99.55362891,2024-11
10246057,15057722517004231000000000S0,DOMINOS PIZZA,COLONIA,ESTADO DE MEXICO,,,,53598,15,México,19.44056956,-99.24975784,2024-11
9312392,15025722517001691000000000U5,DOMINOS PIZZA,PUEBLO,SAN  GREGORIO CUATZINGO,CENTRO Y PLAZA COMERCIAL,PLAZA CUAUTZINGO,,56640,15,México,19.26409646,-98.85643259,2020-11
10205067,15121722517003652000000000S2,DOMINOS PIZZA,COLONIA,CENTRO URBANO,,,,54700,15,México,19.64788316,-99.20818207,2024-11
6356941,15014722211000101000000000S5,DOMINOS PIZZA,COLONIA,BONGONI,,,,50457,15,México,19.8087793,-99.87258711,2010-07
11568600,15024722517000603000004343S4,DOMINOS PIZZA,COLONIA,EL INFIERNILLO,CENTRO Y PLAZA COMERCIAL,PLAZA CUAUTITLAN,C9,54878,15,México,19.65673874,-99.17350832,2024-11
10931139,15062722517000483000000000S1,DOMINOS PIZZA,BARRIO,SANTA MARIA,,,,52740,15,México,19.27402672,-99.46341637,2024-11
10714110,15088722517000572000000000S6,DOMINOS PIZZA,COLONIA,COLONIA CENTRO,,,,52400,15,México,18.96310804,-99.58777044,2024-11
10754661,15042722517000632000000000U5,DOMINOS PIZZA,COLONIA,COLONIA CENTRO IXTLAHUACA,CENTRO Y PLAZA COMERCIAL,PLAZA BUGAMBILIAS,É,50740,15,México,19.56704794,-99.76596263,2024-11
7115265,15035722519000333000000000U0,DOMINOS PIZZA,FRACCIONAMIENTO,SANTA TERESA 1,,,,54680,15,México,19.84046389,-99.23975415,2019-11
2345153,15031722517000013000000000U1,DOMINOS PIZZA,BARRIO,SARAPEROS,,,,56353,15,México,19.41655736,-98.97791631,2014-12
9219729,15106722517005363000000000S5,DOMINOS PIZZA,COLONIA,DON CAMILO,,,,50140,15,México,19.27621927,-99.6359553,2019-11
6355426,15106722516000064001000000U6,DOMINOS PIZZA,MANZANA,SANTA CLARA,,,,50090,15,México,19.29217414,-99.64934188,2010-07
9306303,15039722516000901000003286S2,DOMINOS PIZZA,MANZANA,PATIO AYOTLA,CENTRO Y PLAZA COMERCIAL,PATIO AYOTLA,,56560,15,México,19.31229998,-98.92531127,2020-11
8480166,15051722516000263000003286S2,DOMINOS PIZZA,COLONIA,LA MERCED,,,,52006,15,México,19.28416281,-99.5018886,2019-11
9293634,15104722516001371000003286S9,DOMINOS PIZZA,COLONIA,SANTA CECILIA,,,,54130,15,México,19.55834184,-99.18038982,2020-11
9210509,15033722517008091000000000S5,DOMINOS PIZZA,COLONIA,CD AZTECA,CENTRO Y PLAZA COMERCIAL,MEXIPUERTO CIUDAD EZTECA,50,55120,15,México,19.53510395,-99.02681599,2019-11
9791836,15037722517001176000003286S2,DOMINOS PIZZA,ZONA COMERCIAL,PLAZA COMERCIAL PASEO INTERLOMAS,CENTRO Y PLAZA COMERCIAL,PASEO INTERLOMAS,N2-F7,52787,15,México,19.39629434,-99.28230878,2024-11
10404913,15037722517001101000000000S0,DOMINOS PIZZA,COLONIA,AMPLIACION PALO SOLO,,,,52778,15,México,19.41090247,-99.27180766,2024-11
9457714,15121722516000994000003286S3,DOMINOS PIZZA  IZCALLI  SUR,COLONIA,GRANJAS LOMAS DE GUADALUPE,,,,54767,15,México,19.62750078,-99.23698253,2024-05
9235397,15058722516001633000003286S0,DOMINOS PIZZA BORDO DE XOCHIACA,COLONIA,AURORA 1,,,,57000,15,México,19.42548141,-99.02607519,2020-04
9457577,15057722516001304000003286S0,DOMINOS PIZZA BOSQUE REAL,COLONIA,BOSQUE REAL,,,,52774,15,México,19.41562391,-99.29771366,2024-05
9454937,15013722516000733000003286S4,DOMINOS PIZZA CALACOAYA,COLONIA,CALACOAYA,,,,52990,15,México,19.53361278,-99.24283565,2024-05
9412205,15013722516000723000003286S5,DOMINOS PIZZA MULTIPLAZA ALAMEDAS,COLONIA,ALAMEDAS,,,,52970,15,México,19.55231837,-99.24110747,2024-05
9235304,15057722516001193000003286S7,DOMINOS PIZZA PLAZA LA CUSPIDE,COLONIA,LOMAS VERDES,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA LA CUSPIDE,NA,53120,15,México,19.51326058,-99.27140545,2020-04
9236352,15121722516000913000003286S3,DOMINOS PIZZA SAN MARCOS,COLONIA,JARDINES DEL S,CENTRO Y PLAZA COMERCIAL,INTERIOR WALMART PLAZA SAN MARCOS,10 11 12,54720,15,México,19.67043102,-99.20354465,2020-04
9464928,15121722516001003000003286S2,DOMINOS PIZZA SAN MIGUEL IZCALLI,COLONIA,EX HACIENDA SAN MIGUEL,,,,54715,15,México,19.68741492,-99.21328776,2024-05
8843529,15106722517004573000000000S0,DOMINOS PIZZA TORRES CHICAS,COLONIA,PARQUES NACIONALES,,,,50100,15,México,19.28092359,-99.69233606,2019-11
9291971,15108722516000261000004343S4,DOMINOS PIZZA TULTEPEC TIENDA 11282,BARRIO,SAN JUAN XOCOTLA,,,,54960,15,México,19.68133099,-99.13895723,2020-11
6356940,15106722211000871001000000S2,VENTA DE PIZZAS DOMINOS PIZZA LAS TORRES,COLONIA,MODERNA DE LA CRUZ,,,,50180,15,México,19.26977233,-99.66003177,2010-07
6809727,16052722516000042011000000M7,DOMINO S PIZZA,COLONIA,PALMAR,CENTRO Y PLAZA COMERCIAL,PLAZA LAS AMERICAS,5,60955,16,Michoacán de Ocampo,17.9771107,-102.2123567,2017-11
6814337,16102722517001632011003286S5,DOMINO S PIZZA MACROPLAZA ESTADIO,COLONIA,EL LAGO 1,,MACROPLAZA ESTADIO,1 Y 2,58115,16,Michoacán de Ocampo,19.72749481,-101.2223173,2017-03
6358342,16053722211001453022003286S1,DOMINO S PIZZA MORELIA CAMELINAS,COLONIA,FELIX IRETA,,,,58070,16,Michoacán de Ocampo,19.68222899,-101.1893391,2010-07
6319925,16053722516000023001003286S5,DOMINO S PIZZA MORELIA CAMPRESTRE,COLONIA,CHAPULTEPEC   ORIENTE,,,,58260,16,Michoacán de Ocampo,19.69251292,-101.1599386,2010-07
6360485,16053722211000761022003286S8,DOMINO S PIZZA MORELIA LIBRAMIENTO,FRACCIONAMIENTO,LOMAS DE LA HUERTA,,,,58050,16,Michoacán de Ocampo,19.67527206,-101.2161316,2014-12
6358978,16053722211001403020003286S6,DOMINO S PIZZA MORELIA MADERO,COLONIA,NUEVA VALLADOLID,,,,58190,16,Michoacán de Ocampo,19.70188832,-101.2102069,2010-07
6360403,16053722211000501022003286S8,DOMINO S PIZZA MORELIA PIPILA,COLONIA,INDUSTRIAL MORELIA,,,,58130,16,Michoacán de Ocampo,19.71114553,-101.1888911,2010-07
6360078,16112722211000031021003286S0,DOMINO S PIZZA MORELIA SAUCES,FRACCIONAMIENTO,CAÑADA DEL BOSQUE,,,,58880,16,Michoacán de Ocampo,19.72885874,-101.1043139,2010-07
9400854,16102722516000733000003286S4,DOMINO S PIZZA PLAZA AGORA,COLONIA,VILLA URUAPAN,,PLAZA AGORA,F9,60120,16,Michoacán de Ocampo,19.42432571,-102.0367507,2024-05
6360423,16102722211000301001003286S8,DOMINO S PIZZA URUAPAN,COLONIA,LA MAGDALENA,,,,60080,16,Michoacán de Ocampo,19.40084589,-102.0558625,2010-07
6360440,16108722211000011021003286S0,DOMINO S PIZZA ZAMORA,COLONIA,JARDINADAS,,,,59680,16,Michoacán de Ocampo,19.97507018,-102.2864245,2010-07
2643657,16112722517000042011003286S7,DOMINO S PIZZA ZITACUARO,COLONIA,FLOR DE LIZ,,,,61513,16,Michoacán de Ocampo,19.42856769,-100.3383699,2014-12
2739237,16009713998000011000000000U3,DOMINO SIN NOMBRE,COLONIA,CENTRO,,,,61830,16,Michoacán de Ocampo,19.2076369,-101.7096869,2010-07
9906876,16066722517000713000000000U1,DOMINOS PIZZA,COLONIA,CENTRO,,,,61600,16,Michoacán de Ocampo,19.51432404,-101.6090962,2024-11
10183015,16069722517000582000000000S4,DOMINOS PIZZA,COLONIA,CENTRO,,,,59300,16,Michoacán de Ocampo,20.34699658,-102.0296038,2024-11
7002617,16076722517000243000000000S8,DOMINOS PIZZA,COLONIA,CENTRO,,,,59000,16,Michoacán de Ocampo,20.05412936,-102.7161741,2019-11
8988415,16107722517000283000000000U7,DOMINOS PIZZA,COLONIA,CENTRO,CENTRO Y PLAZA COMERCIAL,PLAZA TOUSENIA,7,58600,16,Michoacán de Ocampo,19.81452528,-101.7863265,2019-11
11107884,16075722517000502000000000U9,DOMINOS PIZZA,COLONIA,HEROES DE NACOZARI,CENTRO Y PLAZA COMERCIAL,PLAZA DOLIMA,1,60380,16,Michoacán de Ocampo,19.57689911,-102.4769261,2024-11
6360763,16053722517000011000000000S8,DOMINOS PIZZA,EJIDO,JESUS DEL MONTE,CENTRO Y PLAZA COMERCIAL,PASEO ALTOZANO,FC 10A,58350,16,Michoacán de Ocampo,19.67243382,-101.1624882,2014-12
8919031,16006722517000343000000000U3,PIZZERIA DOMINOS,COLONIA,18 DE MARZO,,,,60620,16,Michoacán de Ocampo,19.10049363,-102.3639663,2019-11
6360762,16053722219014431000000000S9,PIZZERIA DOMINOS PIZZA,COLONIA,LAS AMERICAS,CENTRO Y PLAZA COMERCIAL,LAS AMERICAS,L302,58270,16,Michoacán de Ocampo,19.68825645,-101.1590705,2010-07
6319939,17007722212010073021003286S9,DOMINO S PIZZA AVENIDA UNIVERSIDAD CUERNAVACA,COLONIA,SANTA MARIA AHUACATITLAN,,,,62100,17,Morelos,18.97291205,-99.24637468,2010-07
6362745,17007722211000481022003286S8,DOMINO S PIZZA CARREFOUR CUERNAVACA,COLONIA,RICARDO FLORES MAGON,,,,62370,17,Morelos,18.92058791,-99.19854895,2010-07
6361958,17011722516000013001003286S3,DOMINO S PIZZA CIVAC,COLONIA,MOCTEZUMA,,,,62570,17,Morelos,18.89955579,-99.17149536,2010-07
6361959,17006722516000013001003286S3,DOMINO S PIZZA CUAUTLA,COLONIA,CENTRO,,,,62740,17,Morelos,18.81714152,-98.95335728,2010-07
6794673,17007722212010091011003286S1,DOMINO S PIZZA LOMAS DE CUERNAVACA,COLONIA,PALMIRA TINGUINDIN,,,,62490,17,Morelos,18.88062728,-99.22083801,2017-03
6811998,17006722516000063000003286S8,DOMINO S PIZZA MEGA CUAUTLA,COLONIA,MIGUEL HIDALGO,,MEGA COMERCIAL MEXICANA,SA3,62748,17,Morelos,18.8467451,-98.93862417,2017-11
6362643,17018722211000061022003286S5,DOMINO S PIZZA TEMIXCO,COLONIA,CENTRO TEMIXCO,,,,62580,17,Morelos,18.84315458,-99.2243277,2010-07
6361113,17007722516000013002003286S1,DOMINO S PIZZA TLALTENANGO,COLONIA,TLALTENANGO,,,,62170,17,Morelos,18.95016966,-99.24446626,2010-07
6361112,17007722516000023001003286S0,DOMINO S PIZZA VISTA HERMOSA CUERNAVACA,COLONIA,VISTA HERMOSA,,PABELLON  VISTA HERMOSA,24,62290,17,Morelos,18.93455574,-99.2080769,2010-07
10728751,17007722516001932000000000S1,DOMINOS,COLONIA,TULIPANES,CENTRO Y PLAZA COMERCIAL,GALERIAS CUERNAVACA,209,62388,17,Morelos,18.9374155,-99.191942,2024-11
9435735,17011722517001323000000000S3,DOMINOS JIUTEPEC,COLONIA,PROGRESO,,,,62574,17,Morelos,18.89951148,-99.17145046,2023-11
9437015,17012722517000383000000000S6,DOMINOS JOJUTLA,COLONIA,LOS PILARES,,,,62909,17,Morelos,18.61765323,-99.19055125,2023-11
9421641,17029722517000723000000000S7,DOMINOS OAXTEPEC,COLONIA,OAXTEPEC CENTRO,,,,62738,17,Morelos,18.89943656,-98.98234505,2023-11
9279873,17006722516000921000003286S7,DOMINOS PIZZA,COLONIA,EMILIANO ZAPATA,,,,62744,17,Morelos,18.81703953,-98.95338707,2020-11
8885872,17007722517002543000000000S3,DOMINOS PIZZA,COLONIA,VISTA HERMOSA,CENTRO Y PLAZA COMERCIAL,PABELLON VISTA HERMOSA,1209,62290,17,Morelos,18.93456352,-99.20796714,2019-11
9287447,17007722516001393000000000U6,DOMINOS PIZZA,COLONIA,CANTARRANAS,,,,62448,17,Morelos,18.91865447,-99.21965895,2020-11
9308726,17008722516000183000003286S0,DOMINOS PIZZA,COLONIA,BENITO JUAREZ,,,,62765,17,Morelos,18.83268185,-99.18647818,2020-11
6794402,17007722212010101011003286S8,DOMINOS PIZZA GALERIAS CUERNAVACA,COLONIA,RICARDO FLORES MAGON,,GALERIAS CUERNAVACA,209,62389,17,Morelos,18.93885057,-99.19004776,2017-03
