id,clee,nom_estab,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,latitud,longitud,fecha_alta
6309968,09005722211000441001003079S6,DOMINOS PIZZA,COLONIA,MAGDALENA DE LAS SALINAS,CENTRAL CAMIONERA,CENTRAL DE AUTOBUSES DEL NORTE,SN,07760,09,Ciudad de México,19.479261,-99.139619,2014-12
771508,09016722212008992010054102M5,DOMINOS PIZZA,COLONIA,DANIEL GARZA,,,,,09,Ciudad de México,19.4098685,-99.19596752,2010-07
9291240,09010722517002661000000000U7,DOMINOS PIZZA,COLONIA,MINA DE LOS COYOTES,,,,01620,09,Ciudad de México,19.36186391,-99.22361422,2020-11
7715167,09017722517001354000000000S5,DOMINOS PIZZA,AEROPUERTO,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,AEROPUERTO,AEROPUERTO INTERNACIONAL BENITO JUAREZ T2,SN,15620,09,Ciudad de México,19.41804618,-99.07899217,2019-11
6803097,09015722516000562000054102S1,DOMINOS PIZZA,COLONIA,BUENAVISTA,,FORUM BUENAVISTA,17,06350,09,Ciudad de México,19.44687238,-99.15236971,2017-11
9296474,09005722517004551000000000U8,DOMINOS PIZZA,COLONIA,ARAGON LA VILLA,,,,07000,09,Ciudad de México,19.48182773,-99.11816612,2020-11
9055733,09012722517002912000000000M0,DOMINOS PIZZA,PUEBLO,SANTA URSULA XITLA,CENTRO Y PLAZA COMERCIAL,PATIO TLALPAN,4177,14420,09,Ciudad de México,19.28425857,-99.17578455,2019-11
6314158,09015722516000033000003286M2,DOMINOS PIZZA,COLONIA,LOS ALPES,CENTRO Y PLAZA COMERCIAL,PORTAL SAN ANGEL,PISO 21,01040,09,Ciudad de México,19.36139935,-99.18950851,2010-07
921102,09010722517000093000000000U2,DOMINOS PIZZA,COLONIA,MERCED GOMEZ,,,,01701,09,Ciudad de México,19.36918274,-99.19359328,2014-12
11560822,09008722517000873000054047S4,DOMINOS PIZZA,COLONIA,HUAYATLA,,,,10360,09,Ciudad de México,19.31127931,-99.25944106,2024-11
6316290,09012722211000633021003286S4,DOMINOS PIZZA AJUSCO,COLONIA,COLINAS DEL AJUSCO,,,,14200,09,Ciudad de México,19.28525065,-99.21853345,2010-07
6316278,09010722211000693021003286S2,DOMINOS PIZZA ALFONSO XIII,COLONIA,MINAS DE CRISTO,,,,01280,09,Ciudad de México,19.38070424,-99.19989028,2010-07
9424915,09007722517007173000000000U4,DOMINOS PIZZA CERRO DE LA ESTRELLA,COLONIA,CERRO DE LA ESTRELLA,,,,09860,09,Ciudad de México,19.31946764,-99.07988418,2023-11
9306336,09016722516001332000003286S2,DOMINOS PIZZA CERVANTES SAAVEDRA,COLONIA,IRRIGACION,,,,11500,09,Ciudad de México,19.4401344,-99.20624598,2020-11
9229335,09007722517007013000003286S2,DOMINOS PIZZA CONSTITUCION DE 1917,COLONIA,CONSTITUCION 1917,,,,09260,09,Ciudad de México,19.37502528,-99.09555599,2020-04
9401890,09005722516001884000003286S8,DOMINOS PIZZA LA VILLA,COLONIA,ARAGON LA VILLA,,,,07000,09,Ciudad de México,19.48201476,-99.11808694,2024-05
8940019,09007722517006981000003286S1,DOMINOS PIZZA LAS ANTENAS,COLONIA,LA ESPERANZA,CENTRO Y PLAZA COMERCIAL,PARQUE LAS ANTENAS,5,09910,09,Ciudad de México,19.31557305,-99.07713564,2019-11
9229854,09013722516000833000003286S0,DOMINOS PIZZA MADRE SELVA,BARRIO,XALTOCAN,,,,16090,09,Ciudad de México,19.25135137,-99.09928932,2020-04
6316277,09010722211000643021003286S7,DOMINOS PIZZA OBSERVATORIO,COLONIA,HIDALGO,,,,01120,09,Ciudad de México,19.40043307,-99.20958162,2010-07
6316633,09010722211000703021003286S9,DOMINOS PIZZA OLIVAR DE LOS PADRES,COLONIA,OLIVAR DE LOS PADRES,,,,01780,09,Ciudad de México,19.33744942,-99.23760045,2010-07
6794203,09014722211001151001003286S2,DOMINOS PIZZA POPOCATEPETL,COLONIA,SANTA CRUZ ATOYAC,,,,03339,09,Ciudad de México,19.37067909,-99.16465977,2017-03
6316634,09010722211000653022003286S6,DOMINOS PIZZA SANTA FE,COLONIA,PASEO DE LAS LOMAS,,,,01330,09,Ciudad de México,19.37259962,-99.26496627,2012-06
9412206,09007722516003014000003286S6,DOMINOS PIZZA TLAHUAC CERRO DE LA ESTRELLA,COLONIA,CERRO DE LA ESTRELLA,,,,09860,09,Ciudad de México,19.319468,-99.079884,2024-05
6319069,09015722211001493000000000U6,PIZZERIA DOMINOS,COLONIA,CONDESA,,,,06140,09,Ciudad de México,19.41153243,-99.17636262,2010-07
7832135,09007722517006163000003286S6,PIZZERIA DOMINOS PIZZA,COLONIA,TEPALCATES,,,,09210,09,Ciudad de México,19.39242789,-99.04947322,2019-11
6260054,10007722212004153010001727S4,DOMINO S HAMBURGO,COLONIA,HAMBURGO,CENTRO Y PLAZA COMERCIAL,SORIANA HAMBURGO,43,,10,Durango,25.59529271,-103.5047692,2010-07
6259674,10007722212004163010001727S3,DOMINO S MIGUEL ALEMAN,COLONIA,LAS ROSAS,,,,,10,Durango,25.55351595,-103.4951333,2010-07
8640810,10005722517003213000003286S0,DOMINO S PIZZA DURANGO CENTRO,COLONIA,GUILLERMINA,,,,34270,10,Durango,24.02777274,-104.6514268,2019-11
9436321,10005722516001444000003286S8,DOMINO S PIZZA DURANGO MADERO,COLONIA,CAMINO REAL,,,,34170,10,Durango,24.00680459,-104.6621894,2024-05
9409324,10005722516001454000003286S7,DOMINO S PIZZA LOMAS DEL PARQUE,COLONIA,LOMAS DEL PARQUE,,,,34100,10,Durango,24.0186945,-104.6901284,2024-05
9438474,10005722516001434000003286S9,DOMINO S PIZZA PASEO DURANGO,COLONIA,ESPERANZA,,,,34080,10,Durango,24.03469947,-104.6512878,2024-05
6201923,10005722212007972011003286S8,DOMINOS PIZZA,FRACCIONAMIENTO,ARMANDO DEL CASTILLO FRANCO,,,,34080,10,Durango,24.03479862,-104.6517757,2010-07
6720960,10005722517002203011003286S5,DOMINOS PIZZA,FRACCIONAMIENTO,LOMAS DEL PARQUE,,,,34100,10,Durango,24.01882926,-104.6901898,2016-01
6794397,11007722212007061011003286S5,DOMINO S PIZZA CELAYA I,COLONIA,LAS ARBOLEDAS,,,,38060,11,Guanajuato,20.51876345,-100.8358235,2017-03
6334053,11007722211000423022003286S6,DOMINO S PIZZA CELAYA II,COLONIA,VILLAS DE LOS REYES,,,,38000,11,Guanajuato,20.52002105,-100.800264,2010-07
6334230,11007722211000413022003286S7,DOMINO S PIZZA CELAYA III,COLONIA,LOS PINOS,,,,38020,11,Guanajuato,20.54587832,-100.8415772,2010-07
6334017,11020722211002183020003286S7,DOMINO S PIZZA LEON ARBIDE,COLONIA,ARBIDE,,,,37360,11,Guanajuato,21.12046549,-101.6947798,2010-07
6334071,11020722211002133022003286S2,DOMINO S PIZZA LEON CARREFOUR,COLONIA,LAS TROJES,,,,37227,11,Guanajuato,21.14110171,-101.6602802,2010-07
6334070,11020722211002143020003286S1,DOMINO S PIZZA LEON CENTRO MAX,COLONIA,JARDINES DEL JEREZ,CENTRO Y PLAZA COMERCIAL,CENTRO MAX,25,37530,11,Guanajuato,21.10231854,-101.6361073,2010-07
6334016,11020722211002113022003286S4,DOMINO S PIZZA LEON MALECON,COLONIA,LA MARTINICA,,,,37500,11,Guanajuato,21.10815969,-101.6623292,2010-07
1187744,11020722211002213011003286S2,DOMINO S PIZZA LEON PLAZA MAYOR,COLONIA,PANORAMA,,,,37330,11,Guanajuato,21.15247034,-101.6996029,2014-12
6334048,11021722211000133022003286S2,DOMINO S PIZZA MOROLEON,COLONIA,PROGRESO MOROLEON,,,,38800,11,Guanajuato,20.12617202,-101.1851921,2010-07
9461534,11003722516000203000003286S3,DOMINO S PIZZA PLAZA LUCIERNAGA,COLONIA,LA LUCIERNAGA,CENTRO Y PLAZA COMERCIAL,PLAZA LUCIERNAGA,F2,37745,11,Guanajuato,20.90483758,-100.7289055,2024-05
6720224,11031722211000081001003286S2,DOMINO S PIZZA SAN FRANCISCO DEL RICON,COLONIA,CENTRO,,,,36310,11,Guanajuato,21.02866196,-101.8582516,2016-01
6333781,11003722211000133022003286S0,DOMINO S PIZZA SAN MIGUEL DE ALLENDE,COLONIA,CENTRO,,,,37700,11,Guanajuato,20.9100711,-100.7467756,2010-07
6334231,11017722211000553002003286S9,DOMINO S PIZZA SAN ROQUE,COLONIA,FLORES MAGON SUR,,,,36570,11,Guanajuato,20.66339691,-101.3407787,2010-07
9456628,11041722516000173000003286S8,DOMINO S PIZZA URIANGATO,COLONIA,CENTRO,,,,38980,11,Guanajuato,20.14217278,-101.1782975,2024-05
1148688,11020722212002521000000000U6,DOMINOS,COLONIA,JARDINES DE JEREZ,,CENTRO MAX,L25,,11,Guanajuato,21.10181268,-101.6354435,2010-07
6711725,11020722517007142011000000U8,DOMINOS,FRACCIONAMIENTO,SANTA CRUZ,,,,37547,11,Guanajuato,21.06984016,-101.5956543,2016-01
1244977,11007722514002561000000000U8,DOMINOS COFFIE,COLONIA,CENTRO,,,,38000,11,Guanajuato,20.52258925,-100.8164706,2014-12
8128295,11017722517002732000000000U7,DOMINOS PIZZA,FRACCIONAMIENTO,QUINTA LAS VILLAS,CENTRO Y PLAZA COMERCIAL,PLAZA CIBELES,1443,36644,11,Guanajuato,20.68209392,-101.3815557,2019-11
10821249,11014722517000883000000000U7,DOMINOS PIZZA,COLONIA,MARIAN BALLEZA,CENTRO Y PLAZA COMERCIAL,PASEO DOLORES,"29,30",37803,11,Guanajuato,21.15971864,-100.9293314,2024-11
10964259,11027722517001493000000000S6,DOMINOS PIZZA,COLONIA,BELLAVISTA,,,,36730,11,Guanajuato,20.57715217,-101.1954492,2024-11
8643366,11011722517000323000000000U0,DOMINOS PIZZA,COLONIA,CENTRO,,,,38300,11,Guanajuato,20.48311381,-100.9639206,2019-11
11206729,11028722517000642000000000U7,DOMINOS PIZZA,CIUDAD,SALVATIERRA,,,,38900,11,Guanajuato,20.22000375,-100.8812955,2024-11
11318029,11017722517004041000000000S1,DOMINOS PIZZA,COLONIA,EJIDO LO DE JUAREZ,CENTRO Y PLAZA COMERCIAL,PLAZA GRAN ARIA,10,36624,11,Guanajuato,20.71059054,-101.3519237,2024-11
7372306,11020722517011742000000000S9,DOMINOS PIZZA,COLONIA,INDUSTRIAL JULIAN DE OBREGON,,,,37294,11,Guanajuato,21.10426422,-101.6242385,2019-11
8651111,11017722517002343000000000S3,DOMINOS PIZZA,COLONIA,JARDINES DE IRAPUATO,,,,36660,11,Guanajuato,20.68745316,-101.3567676,2019-11
9508031,11042722517000533000000000S9,DOMINOS PIZZA,COLONIA,CENTRO,,,,38400,11,Guanajuato,20.39403747,-101.1829288,2024-11
9025700,11015722516000251000003286S6,DOMINOS PIZZA CENTRO,COLONIA,CENTRO,,,,36000,11,Guanajuato,21.01276519,-101.251476,2019-11
9026475,11020722516002511000003286S1,DOMINOS PIZZA PUERTA BAJIO,COLONIA,SAN JOSE DE LAS PILETAS,HOTELES,,,37330,11,Guanajuato,21.1707976,-101.7329079,2019-11
11012461,11020722516003492000000000S3,DOMINOS PIZZERIA,COLONIA,SAN JOSE DEL CONSUELO,CENTRO Y PLAZA COMERCIAL,PLAZA GALERIAS LAS TORRES,F8,37239,11,Guanajuato,21.14582338,-101.6483795,2024-11
10937513,11002722517000753000000000S7,PIZZA DOMINOS,COLONIA,CENTRO,,,,38600,11,Guanajuato,20.02096948,-100.7290734,2024-11
7830497,11020722517011821000000000S1,PIZZERIA DOMINOS,COLONIA,LAS FUENTES,,,,37270,11,Guanajuato,21.11851575,-101.6578791,2019-11
8645213,11027722517001323000000000S5,PIZZERIA DOMINOS PIZZA,RESIDENCIAL,LAS GLORIAS,CENTRO Y PLAZA COMERCIAL,PLAZA VIA ALTA,214,36766,11,Guanajuato,20.58217014,-101.2291975,2019-11
11064332,11023722517000612000000000S1,PIZZERIA DOMINOS PIZZA,COLONIA,CENTRO,,,,36900,11,Guanajuato,20.43172996,-101.723643,2024-11
8351414,12001722517003383000003286S1,DOMINO S,COLONIA,FRACC SOLIDARIDAD,CENTRO Y PLAZA COMERCIAL,PLAZA PATIO,SN,39906,12,Guerrero,16.83064774,-99.81304568,2019-11
6327563,12001722211000743021003286S9,DOMINO S PIZZA ACAPULCO CENTRO CONSTITUYENTES,COLONIA,RANCHO ALEGRE,,,,39300,12,Guerrero,16.86220502,-99.90356431,2010-07
1413096,12001722517000063012003286S2,DOMINO S PIZZA ACAPULCO COSTA AZUL,COLONIA,ICACOS,,,,39860,12,Guerrero,16.85096416,-99.85248424,2014-12
9409334,12001722516001784000003286S4,DOMINO S PIZZA CALETA,FRACCIONAMIENTO,LAS PLAYAS,,,,39390,12,Guerrero,16.8324947,-99.90330964,2024-05
6327530,12029722211000243011003286S1,DOMINO S PIZZA CHILPANCINGO,COLONIA,TEMIXCO,,,,39089,12,Guerrero,17.54335061,-99.49709731,2010-07
6327561,12001722211000723021003286S1,DOMINO S PIZZA COSTA AZUL,FRACCIONAMIENTO,COSTA AZUL,,,1,39850,12,Guerrero,16.85101722,-99.85252175,2010-07
6327531,12035722211000123020003286S2,DOMINO S PIZZA IGUALA,COLONIA,CENTRO,,,,40000,12,Guerrero,18.34324879,-99.53592033,2010-07
6795760,12001722212013321011003286S7,DOMINO S PIZZA MAGALLANES,FRACCIONAMIENTO,MAGALLANES,,,,39670,12,Guerrero,16.86156085,-99.87874879,2017-03
9414429,12001722516001794000003286S3,DOMINO S PIZZA PATIO ACAPULCO,COLONIA,LLANO LARGO,CENTRO Y PLAZA COMERCIAL,PATIO ACAPULCO,01 Y 02,39906,12,Guerrero,16.83481818,-99.8128215,2024-05
6327564,12001722211000753021003286S8,DOMINO S PIZZA PLAZA DIAMANTE,FRACCIONAMIENTO,GRANJAS DEL MARQUEZ,,PLAZA DIAMANTE,SN,39907,12,Guerrero,16.80248356,-99.8226799,2010-07
6328983,12001722211000703022003286S3,DOMINO S PIZZA PLAZA LAS PALMAS,HACIENDA,GRANJAS DEL MARQUEZ,,MULTIPLAZA LAS PALMAS,9-A,39890,12,Guerrero,16.79593696,-99.81094056,2010-07
6794311,12001722212013331011003286S6,DOMINO S PIZZA PROGRESO CIMA,COLONIA,ALTA PROGRESO,,,,39850,12,Guerrero,16.87250839,-99.88874298,2017-03
6327562,12001722211000763022003286S7,DOMINO S PIZZA RENACIMIENTO,COLONIA,RENACIMIENTO,,,,39716,12,Guerrero,16.89259565,-99.83396488,2010-07
9436328,12001722516001774000003286S5,DOMINO S PIZZA ZOCALO ACAPULCO,COLONIA,ACAPULCO DE JUAREZ CENTRO,,,,39300,12,Guerrero,16.84851411,-99.90874693,2024-05
9307852,12001722516001703000000000U4,DOMINOS PIZZA,FRACCIONAMIENTO,LAS PLAYAS,,,,39390,12,Guerrero,16.83266255,-99.9029388,2020-11
9431301,12055722517000603000000000U1,DOMINOS TAXCO,COLONIA,CENTRO,,,,40200,12,Guerrero,18.5569877,-99.59983764,2023-11
6813931,13076722516000053000000000S6,DOMINO S PIZZA,COLONIA,CENTRO,,,,42800,13,Hidalgo,20.05327165,-99.33739184,2017-11
6811855,13048722516000193001003286S9,DOMINO S PIZZA PACHUCA 1,COLONIA,CUESCO DE PACHUCA,CENTRO Y PLAZA COMERCIAL,TUZOPLAZA,,42080,13,Hidalgo,20.11211552,-98.74743945,2017-11
6707570,13048722211000381021003286S8,DOMINO S PIZZA PACHUCA III,COLONIA,CESPEDES PACHUCA,,,,42082,13,Hidalgo,20.11164326,-98.72286753,2016-01
6811858,13069722516000023000003286S4,DOMINO S PIZZA TIZARA,COLONIA,TIZARA,,,,43803,13,Hidalgo,19.8296331,-98.9782527,2017-11
1625720,13069722211000093021003286S5,DOMINO S PIZZA TIZAYUCA,COLONIA,ZONA INDUSTRIAL,,,,43800,13,Hidalgo,19.82964277,-98.97825456,2010-07
1625675,13077722212002613011003286S9,DOMINO S PIZZA TULANCINGO,COLONIA,CENTRO DEL TULANCINGO,,,,43600,13,Hidalgo,20.08094182,-98.36819163,2010-07
6233365,13048722515000023020003286S0,DOMINO S PIZZA ZONA PLATEADA,COLONIA,ZONA PLATEADA,CENTRO Y PLAZA COMERCIAL,GALERIAS PACHUCA,,42084,13,Hidalgo,20.09748014,-98.77022021,2014-12
10867185,13048722517003423000000000S5,DOMINOS PIZZA,ZONA COMERCIAL,EXPLANADA,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL EXPLANADA,C07A,42083,13,Hidalgo,20.03921882,-98.79364464,2024-11
6335966,13048722516000011000003079S3,DOMINOS PIZZA,COLONIA,EXHACIENDA DE COSCOTITLAN,,TERMINAL DE AUTOBUSES PACHUCA,SN,42080,13,Hidalgo,20.1067754,-98.75188707,2010-07
9140255,13028722517000613000000000U6,DOMINOS PIZZA,COLONIA,CENTRO,,,,43000,13,Hidalgo,21.13955581,-98.4213171,2019-11
9599216,13003722517000493000000000U6,DOMINOS PIZZA,COLONIA,EL CERRITO,,,,42505,13,Hidalgo,20.26880475,-98.94939813,2024-11
1625553,13048722212008632000000000U4,DOMINOS PIZZA,FRACCIONAMIENTO,ZONA PLATEADA ,CENTRO Y PLAZA COMERCIAL,GALERIAS PACHUCA ,220 B,42084,13,Hidalgo,20.09765193,-98.7670053,2010-07
1593546,13048722212008683000003286S7,DOMINOS PIZZA,,EXHACIENDA COSCOTITLÁN,CENTRO Y PLAZA COMERCIAL,TUZO PLAZA,208,,13,Hidalgo,20.11348581,-98.74734873,2010-07
6811856,13048722516000203000000000U6,DOMINOS PIZZA,COLONIA,CARLO ROVIROSA,,,,42082,13,Hidalgo,20.0659535,-98.7817486,2017-11
1568362,13063722517000023011003286S5,DOMINOS PIZZA TEPEJI DEL RIO,COLONIA,SAN MATEO,CENTRO Y PLAZA COMERCIAL,RIO,,42850,13,Hidalgo,19.90115862,-99.33779138,2014-12
6794396,14101722212005901011003286S2,DOMINO S PIZZA,COLONIA,TONALA CENTRO,,,,45525,14,Jalisco,20.62511781,-103.2467138,2017-03
6344811,14120722211001152022003286S8,DOMINO S PIZZA AV GUADALUPE,COLONIA,PARQUES DE GUADALUPE,,,,45037,14,Jalisco,20.65905733,-103.4413751,2010-07
6344415,14023722211000203021003286S6,DOMINO S PIZZA CIUDAD GUZMAN,COLONIA,CENTRO,,,,49000,14,Jalisco,19.70336138,-103.4653711,2010-07
1652999,14120722212014892011003286S2,DOMINO S PIZZA EL FORTIN,COLONIA,SANTA ANA TEPETITLAN,,,,45230,14,Jalisco,20.67841096,-103.4292533,2010-07
6795372,14097722212002981011003286S7,DOMINO S PIZZA EL PALOMAR,COLONIA,EL PALOMAR TLAJOMULCO DE ZUÑIGA,,PALOMAR A PIE DE CARRETERA,SN,44110,14,Jalisco,20.58430725,-103.4531131,2017-03
6744011,14098722517002113010003286S7,DOMINO S PIZZA ESPACIO TLAQUEPAQUE,COLONIA,EL TAPATIO,CENTRO Y PLAZA COMERCIAL,ESPACIO TLAQUEPAQUE,,45588,14,Jalisco,20.61690051,-103.3214559,2016-10
6344807,14067722211000443020003286S5,DOMINO S PIZZA FRANCISCO VILLA,COLONIA,LOS SAUCES,,,,48328,14,Jalisco,20.64472629,-105.2203682,2010-07
6344379,14039722211002163001003286S6,DOMINO S PIZZA GUADALAJARA,COLONIA,MIRAVALLE,,,,44940,14,Jalisco,20.6338252,-103.3509121,2010-07
6343318,14030722211000033021003286S2,DOMINO S PIZZA GUADALAJARA AJIJIC,COLONIA,AJIJIC,,,,45920,14,Jalisco,20.29811634,-103.245013,2010-07
6344389,14039722211002133021003286S9,DOMINO S PIZZA GUADALAJARA ALCALDE,COLONIA,ALCALDE BARRANQUITAS,,,,44270,14,Jalisco,20.69060271,-103.3483326,2010-07
6344384,14120722211001183020003286S3,DOMINO S PIZZA GUADALAJARA AVILA CAMACHO,COLONIA,RESIDENCIAL PATRIA ZAPOPAN,,,,45170,14,Jalisco,20.71752926,-103.3830623,2010-07
6319940,14039722516000033002003286S5,DOMINO S PIZZA GUADALAJARA CENTRO,COLONIA,GUADALAJARA CENTRO,,,,44100,14,Jalisco,20.71838463,-103.3187017,2010-07
6343317,14120722211001223021003286S7,DOMINO S PIZZA GUADALAJARA CHAPALITA,COLONIA,CHAPALITA ZAPOPAN,,,,45000,14,Jalisco,20.66551645,-103.4076283,2010-07
6344367,14039722211002143021003286S8,DOMINO S PIZZA GUADALAJARA CHAPULTEPEC,COLONIA,AMERICANA,,,,44100,14,Jalisco,20.67361038,-103.3681036,2010-07
6344373,14039722211002193020003286S3,DOMINO S PIZZA GUADALAJARA CIRCUNVALACION,COLONIA,INDEPENDENCIA,,,,44290,14,Jalisco,20.69797728,-103.3321137,2010-07
6344406,14039722211002173021003286S5,DOMINO S PIZZA GUADALAJARA COLON,COLONIA,CENTRO,,,,44100,14,Jalisco,20.67249386,-103.3479166,2010-07
6264551,14039722516000013001003286S7,DOMINO S PIZZA GUADALAJARA OBLATOS,COLONIA,OBLATOS,,CENTRO COMERCIAL GRAN TERRAZA OBLATOS,42,44700,14,Jalisco,20.68881075,-103.2963963,2014-12
6344361,14120722211001213022003286S8,DOMINO S PIZZA GUADALAJARA PASEOS DEL SOL,COLONIA,ARBOLEDAS,,,,45070,14,Jalisco,20.63008688,-103.4224693,2010-07
6344383,14039722211002253021003286S5,DOMINO S PIZZA GUADALAJARA PROVIDENCIA,COLONIA,PROVIDENCIA,,,,44630,14,Jalisco,20.69790035,-103.387231,2010-07
6344378,14039722211002153002003286S7,DOMINO S PIZZA GUADALAJARA RESIDENCIAL VICTORIA,COLONIA,RESIDENCIAL VICTORIA,,,,44580,14,Jalisco,20.64174262,-103.3933019,2010-07
6344352,14101722211000393022003286S9,DOMINO S PIZZA GUADALAJARA REVOLUCION,COLONIA,TONALA,,,,45525,14,Jalisco,20.64151174,-103.2776962,2010-07
6794401,14039722212035061011003286S1,DOMINO S PIZZA GUADALAJARA REVOLUCION,COLONIA,SUTAJ,,,,44840,14,Jalisco,20.65131996,-103.3111151,2017-03
6344385,14120722211001233021003286S6,DOMINO S PIZZA GUADALAJARA SAN ISIDRO,COLONIA,LOS BELENES NORTE ZAPOPAN,,,,45130,14,Jalisco,20.74562061,-103.3862342,2010-07
6344382,14039722211002223002003286S8,DOMINO S PIZZA INDEPENDENCIA,COLONIA,FLORES MAGON ZONA O,,CENTRO COMERCIAL INDEPENDENCIA,1 2 Y 20,44240,14,Jalisco,20.65132698,-103.3111262,2014-12
6795690,14120722212015711011003286S3,DOMINO S PIZZA JARDIN REAL,COLONIA,JARDIN REAL ZAPOPAN,,,,45140,14,Jalisco,20.72981817,-103.439148,2017-03
6343324,14039722211002203021003286S0,DOMINO S PIZZA JAVIER MINA,COLONIA,EL PORVENIR SECTOR LIBERTAD,,,,44756,14,Jalisco,20.66414934,-103.3000239,2010-07
9414266,14030722516000124000003286S1,DOMINO S PIZZA LAGO DE CHAPALA,COLONIA,CHAPALA CENTRO,,,,45900,14,Jalisco,20.30086466,-103.1906211,2024-05
6343323,14067722211000403021003286S9,DOMINO S PIZZA LAS JUNTAS,COLONIA,LAS JUNTAS CENTRO,,,,48291,14,Jalisco,20.69365602,-105.2431452,2010-07
6319930,14039722516000023000003286S6,DOMINO S PIZZA PALOMAR II,COLONIA,SAN AGUSTIN DE LAS FLORES,,CENTRO COMERCIAL LA PLATA,1,45645,14,Jalisco,20.59119282,-103.4427363,2010-07
6344812,14067722212000661012003286S0,DOMINO S PIZZA PUERTO VALLARTA,COLONIA,EDUCACION   ZONA HOTELERA NTE,,,,48338,14,Jalisco,20.65846524,-105.2405639,2010-07
6344365,14120722211001173021003286S4,DOMINO S PIZZA SOLARES,COLONIA,SOLARES,,,,45019,14,Jalisco,20.725694,-103.4540865,2010-07
6741774,14120722517004602011003286S9,DOMINO S PIZZA TESISTAN,COLONIA,LOS ROBLES,,CENTRO COMERCIAL UBIKA LOS ROBLES,3,45134,14,Jalisco,20.75133282,-103.4211106,2016-10
6319941,14097722516000033001003286S3,DOMINO S PIZZA TLAJOMULCO,COLONIA,SAN JOSE DEL VALLE,CENTRO Y PLAZA COMERCIAL,PLAZA CENTRO CITY,PB09 Y 10,45653,14,Jalisco,20.52954123,-103.3741129,2014-12
6344394,14067722211000373022003286S4,DOMINO S PIZZA VALLARTA CARACOL,COLONIA,VERSALLES,,,,48310,14,Jalisco,20.6419034,-105.2316152,2010-07
6340523,14067722211000423021003286S7,DOMINO S PIZZA VALLARTA CENTRO,COLONIA,CENTRO,,,,48300,14,Jalisco,20.60855756,-105.2361006,2010-07
6344395,14067722211000433021003286S6,DOMINO S PIZZA VALLARTA PITILLAL,COLONIA,COAPINOLE,,,,48290,14,Jalisco,20.65357798,-105.2098931,2010-07
6264552,14120722516000013001003286S5,DOMINO S PIZZA WALMART,COLONIA,LA ESTANCIA,,,,45020,14,Jalisco,20.68061968,-103.4305609,2011-03
6743514,14120722517004613011003286S6,DOMINO S PIZZA ZAPOPAN REAL CENTER,COLONIA,RESIDENCIAL PONIENTE,,,,45136,14,Jalisco,20.73002118,-103.4301911,2016-10
1754361,14097722517000133010000000U9,DOMINOS,COLONIA,EL PAOMAR,CENTRO Y PLAZA COMERCIAL,EL PALOMAR,33,45645,14,Jalisco,20.59015171,-103.443389,2014-12
9300385,14067722516000651000003286S5,DOMINOS,COLONIA,LAS JUNTAS,,,,48291,14,Jalisco,20.69432896,-105.2419603,2020-11
10220730,14120722517009883000000000U0,DOMINOS PIZZA,COLONIA,EL FORTIN,CENTRO Y PLAZA COMERCIAL,EL FORTIN,2A,45028,14,Jalisco,20.62532631,-103.4644226,2024-11
1905929,14053722517000062000000000U3,DOMINOS PIZZA,COLONIA,CENTRO,,,,47400,14,Jalisco,21.35511483,-101.9314166,2010-07
9329283,14120722516002641000003286S1,DOMINOS PIZZA,COLONIA,BUGAMBILAS,,,,45100,14,Jalisco,20.6015065,-103.4490973,2020-11
9319959,14098722516000773000000000U2,DOMINOS PIZZA,COLONIA,BALCONES DE SANTAMARIA,,,,45605,14,Jalisco,20.61145942,-103.3945987,2020-11
6809095,14073722516000012000000000S8,DOMINOS PIZZA,COLONIA,MI NUEVO SAN JUAN,,,,47040,14,Jalisco,21.25328255,-102.3279251,2017-11
10614582,14063722517000573000000000S8,DOMINOS PIZZA,COLONIA,SANTA CECILIA,,,,47849,14,Jalisco,20.35852183,-102.7796342,2024-11
9456585,14039722516003653000003286S7,DOMINOS PIZZA GUADALAJARA GOBERNADOR CURIEL,COLONIA,FRACCIONAMIENTO ZONA INDUSTRIAL,,,,44940,14,Jalisco,20.6337859,-103.3509066,2024-05
8664036,14101722517001663000003286S4,PIZZA DOMINO,COLONIA,SAN ELIAS,,,,45400,14,Jalisco,20.6187435,-103.2504747,2019-11
9414850,15121722516001024000003286S8,DOMINO PIZZA PERINORTE,COLONIA,VIVEROS DEL VALLE,,,,54060,15,México,19.53066832,-99.2211518,2024-05
9393153,15057722516001363000003286S6,DOMINO S  PIZZA LA FLORIDA,COLONIA,SANTA MARIA NATIVITAS,,,,53160,15,México,19.4847819,-99.23025369,2024-05
9456014,15099722516000483000003286S5,DOMINO S  PIZZA PATIO TEXCOCO,COLONIA,SANTA CRUZ DE ARRIBA,,,,56120,15,México,19.51413698,-98.86799519,2024-05
9422219,15058722516001693000003286S4,DOMINO S PANTITLAN,COLONIA,PORVENIR,,,,57430,15,México,19.41213462,-99.05600553,2024-05
9702433,15110722517000403000000000S6,DOMINO S PIZZA,MANZANA,VALLE DE BRAVO,,,,51200,15,México,19.19383759,-100.1310607,2024-11
9315331,15104722516001421000000000U2,DOMINO S PIZZA,COLONIA,CENTRO,,,,54000,15,México,19.53892419,-99.19747594,2020-11
